order_line_key,date,customer_id,product_id,geo_id,sales,ship_delay_days
008c40574e2e0ebe9785ba57ba68004d54096402a46d607a456b4f735dfba8c1,2015-11-22,RA-19885,OFF-EN-10004955,f1045d78a2b3fa3adb41053185e27bbe78d961417b53d106ef21a0bb3af540e3,16.23,5
00ab76da6a4ee30842042c7cd9d8dd8345dc1d88c7bf7686b98a04e93c05ba78,2015-11-11,KD-16270,OFF-BI-10001359,9777f3ace55c675b1f3b80b8b6b2120c496f25c092a8dbf4950f2ceb8731a0da,896.99,4
00c7c944d4c717398e9371e98d52607b40989217440a444f0bf69f0faa77390c,2015-11-24,MY-18295,TEC-PH-10000560,bfdea3a205bdda23421a2666aca7269892f7cea5585fbcf2425ed8f46133b705,1049.97,0
010a494502ea5d1f511facbd37046ecc121fa1b555433c7e309731f9e92d9d7a,2015-12-02,DP-13165,OFF-BI-10000050,f23b3b1b97a3272dd4870870f28ee158c04005ab03adcd49c2280c4e6b6e8c9c,46.72,2
0157dab6d45983e26908d8538566b79aa740ea7e0a091c8725f4ac8562a7fe82,2015-03-01,VF-21715,FUR-CH-10000863,ee6e259246b919a6fce96a3db7f50e83744a3c2fa6a427df6179d1765c0572f5,634.12,4
0177b88ed2e91938747e60d2286867011b1fdca0c7878f6b1ea2159d17389078,2015-08-05,CS-12130,OFF-PA-10000659,34baeb230b00b1f12d3607f11d2f5f5b0cedecf27f2bb7b55d36214d90dd7dab,20.94,4
01f5806cd2a7cf45b76e68ff83a3e3400e03c84af46631aec27580b41e1e519b,2015-03-17,MH-17440,OFF-PA-10003349,ac93781471221d06b316bf492069514298a13aeba45ac927fb888b63286eb3bd,12.96,4
0230ec51669f8ca6592045c7a0a0a533179b66138168bdeee221f9f9588e8085,2015-09-13,JM-15535,OFF-PA-10003543,87f9ad188f0e44f757c38541b9c0931c9496d8ce3ef3cfd213c568b020f78a00,15.55,3
02744bc4c8f92a5a4da8d53ef59e537e3c19759b94a121b0d4e6e726468722c3,2015-10-13,SP-20545,OFF-BI-10002764,e05738b0a5c1cd531776b3178c309a2136522860dbcdbef4f5e400ad9c392246,7.75,4
02f890e2d1b41bc717b368fcff543f0ab9f0f783742354f9345bc79475472d14,2015-12-29,RE-19405,OFF-AP-10003281,05d277ffd1d048ca35ff2e94e2b8fddf0b1d9199952a75cdbacabda0629763d6,48.36,2
037ff10354184ff50598203b00083899e76755151ed0156e4250b5c7a23c383a,2015-06-30,CS-11860,OFF-AR-10001026,e80b7b6ff9c383085a3bd226c5c0c136b62c8109ad08cdcaea9894d23fc66134,6.60,6
0409d49cd12f4b35db8dad3875069878e62cffa90ea552a4fa93ea511ef0a775,2015-11-03,SH-20395,FUR-FU-10001468,809ce9c9630703361427cd461eea73693e1fe6a02e8a267003791b1c005ef175,410.35,4
048eb2f87be6a06a91ad8bb28754b47f623e5bbda5246169a49d3f4b4811b8e4,2015-09-07,SB-20290,TEC-PH-10003589,9ee3c42a229fdd8002a41bb0fb54b8074ec9fe616efb7d20ea9aeab28bfa77e4,32.38,6
04adc113aaced2ee8caa295fe86eb51f3c24eb374ebc530ef00e719b7fb866b4,2015-06-01,LT-17110,FUR-FU-10001935,efe3f6ce95f6d582857105ab68e2ec2708868407771cb5847534120099f38643,22.20,5
04e269faed1f679543226b13f7f304c874823335d7d5db43f9ef8d76d5512210,2015-12-24,LF-17185,OFF-PA-10001947,921f728e59256cb8841bb14ca52cecfcd3f9de08141ed6b31e426e0b5b39e3b7,9.57,2
05cc9bc5eddc3b2b1fb0b9844d82fa9ba510aab4eb87fd77a535cb4d1882d6c7,2015-12-02,ON-18715,OFF-LA-10000634,c8d9fd0cb974b834de94fd4e33d7a7b067ee024208bde0de8656ebd6f9eb0fd7,15.66,5
0622738ba7ae2b01cd824b9c3216e91eb0edccd582847b8a1b7aea90ba930a8c,2015-01-20,HL-15040,OFF-EN-10001539,2c666e0abc996a89ac85aac138be1dde1512b95e3edba93aa9e13d1c4056d1c9,23.34,6
06299bcf5a061f5538ee1feded9cf072a9159cdf737c49018db22a1cd7c76518,2015-12-30,DD-13570,OFF-ST-10002554,9526adffb9901cf3118c0b57e59fa3914e300e5ceb4dbc053b7bf6c88783bd12,39.13,2
06810b51c879999e694307a019826a79a71ea571183d8347b2aa7c9394a5f14c,2015-06-06,SV-20785,OFF-BI-10002557,4478b682bc7b4d5bdec789f770101eb04a6d243f8d0e34f17b5846d14d26207b,1.37,6
07839a2ae2caae5dbaa0a273089c27ca5ae6d94d8a9d18aeaccffe3986f0a71d,2015-08-15,CS-12355,OFF-AP-10004708,88c38ac9a656b58653e0fee7959937f5620315b6be330a70b3279cde99db3295,152.24,2
07a18fed2d94ae5eed422dad6dd20c7c00fea8880d527b56c6026de230854fd0,2015-10-14,BD-11500,OFF-BI-10000343,49e5727e8aeeeb416f1f62871bbe6c003b736c3f5f56bd6ee69fddca902b381c,2.95,6
08466a9c743e7c1bb670e07b060674cee2319b6554fb8468d9b5479a605c5ff6,2015-12-06,LF-17185,FUR-FU-10002759,9777f3ace55c675b1f3b80b8b6b2120c496f25c092a8dbf4950f2ceb8731a0da,23.98,2
08655ca8918702a604acd4902ea82dcdcf6d81211de175c85dcb437b8bbf181c,2015-05-25,JL-15235,OFF-AP-10001394,6557024ad2f8cd90f666fd1f987c3f85b8ef86308aebcf4653a434ba8e7e92db,75.60,4
08e4432e7796e6a57f33896dfa4beaf2b201e126768b00fcf4b0aa75e055da21,2015-10-08,DN-13690,OFF-PA-10003823,e80b7b6ff9c383085a3bd226c5c0c136b62c8109ad08cdcaea9894d23fc66134,123.92,5
08efce63b771071d3cdd57bb9355365411cc8da4897af4c81cf18770a4f4f302,2015-07-26,KM-16720,TEC-PH-10001363,cea5e3079441894206e35c57b3b29f20b2ba690d5d59f70dfebc342c86d2028d,911.98,7
08f77524c87cdb2bcf0da7a72683075098d3d58fb66e2917368162f5e66113d9,2015-12-02,MC-17575,OFF-AP-10004249,6557024ad2f8cd90f666fd1f987c3f85b8ef86308aebcf4653a434ba8e7e92db,2.39,2
0922fc881500a24b1e04d88a23d086be5ba4f779174a76e3c7a2785199b1caa3,2015-09-07,LR-17035,OFF-BI-10004308,3b3984fd231fe9369e0c138a1e83814d147218a594e82248458c29a4fd75c7d2,83.92,5
098980187a6de643d4fd3054f21fc4d1b9e9f14c4abc6a6bec3e74a48a66f771,2015-10-18,AS-10225,OFF-ST-10001522,c9a8f6fca6879602b382c307fd50687e0b9e2eb9d2c0072e7e899612881dde58,275.97,2
0a40120b63867fbe51be91a433c3491cae3fc2de71c79317796159f8a54bcb66,2015-12-20,PS-19045,OFF-ST-10004337,44771e5e6134c7e643375004ef8296857b65fb6d97c704262693435becf106c0,122.48,1
0aca5a97bd21b4a334d2f9d331cadd2afc24af36574b85dd9f6c944ca2f71810,2015-06-20,Co-12640,OFF-AR-10003469,77bd341f03774784248f8f42de58eaa6a5bfe1b07c125acd5f8e05523b7d518b,3.52,7
0bd0b255f78b8d5c68b8881acdaa2c83729e4da3af2e15a84327c33d5f52edb8,2015-04-11,MM-18055,OFF-ST-10000876,b3e996fad8920c5fd535f6c4ecd9bc88fc7ead28b832998f35ee5d196049971f,87.08,7
0c21bf145a805e03e300b4847a3b74b9c9385b8f485e125974978c52bc4f7da8,2015-06-28,CA-12775,OFF-BI-10004230,6e40059bfd253c2e3e7589b7d78e3ba82eeba105ebfd1e1d6844b9bc93e9aa8e,31.09,4
0ca688af88850dedd0e83f3ce2ae093a7a2f8bd1ba677890829508c6aab18646,2015-06-21,NW-18400,OFF-AP-10003860,f87dd6f4a33016787da9dd99a6d2cf8c505a4da6c4a928dbb9b55287794d1f95,44.42,4
0d3aa882c712f39f892f58ea57f95cdde66857c0504e98ee3d318018d3f23c66,2015-03-21,CB-12025,OFF-AR-10004685,a80b5d746502505eb4c703b15ec4153add4425f3824267be950493a40b890402,7.41,4
0dd1b649e1cb356dd7aa63033247f1df046df637e6d81fa941f98a656c63a086,2015-07-20,JD-15895,OFF-AR-10003481,e27fffe90da1300ead107198df4d7db37bb22308035077f202e76c813435a978,13.12,3
0e235d2de50721ca43f73578aa44a7126dbab1aef260fbdf7378683205d58777,2015-05-25,JL-15235,FUR-FU-10002553,6557024ad2f8cd90f666fd1f987c3f85b8ef86308aebcf4653a434ba8e7e92db,29.32,4
0e67163184119ec98c2540a555a9825cfc9f67c1a405f1ba543c56452a10254e,2015-08-02,NZ-18565,OFF-BI-10001758,a96e90b795fb03a87c86439db5d1d001bbd5a9ad443d8c53312f4afc724ad3cc,26.70,6
0e91a2754499d09cc581bf8b7e211175da38bab223e8feea4b84810a48be66ee,2015-12-01,AA-10645,FUR-FU-10002268,4ca403735ccf9577a2620c6dfba836eaca08478495c456f0bbfa4f780bfa5148,9.82,2
0e9d60db557cb05ff3fc3beac03f37115b3ccfa0d6685eed227567ebdedbc61f,2015-07-22,AB-10255,OFF-AR-10004757,48e27efe6823438104514bf08135fa7114840246c16309bbe111e85baa678930,19.68,6
0e9eb3c4b8a240221592ba4659bbdddaabfd9e517de3488d68bd46d768b85bcd,2015-07-20,CC-12145,OFF-PA-10002230,9c182a27066937a2115d79b9d470c4b416abff08ac59c96c6442b403f085470f,19.92,2
0f0acc2317df9b36899f59746c77b78f974db57feef85b4c17c7960a548d4cb5,2015-08-01,AS-10630,OFF-FA-10000992,f87dd6f4a33016787da9dd99a6d2cf8c505a4da6c4a928dbb9b55287794d1f95,5.68,5
0f0b9515a3534a0981d94e45aa38daf86c6d55d12af919d0d1fd2bc36fd0c6c3,2015-06-21,SV-20785,OFF-BI-10001116,3859cec302d25e2fd7f047870d2560fe5a6e5f143cee0db31361d9266f4afc16,11.09,0
0f4d741496315c81b08ccfb7cf9fcb352a633278331039a7bff0380c5c7771a4,2015-10-02,ES-14080,OFF-FA-10000735,a6d74d896e86d568f29d49eda5af355c4ec0c9d27b8b809d77fdb187569801d2,4.67,3
0f8107fb258d18e4c2b3d8aa854a9b913905c4b352df6a8fe254a6850b622145,2015-12-01,AA-10645,FUR-FU-10003878,4ca403735ccf9577a2620c6dfba836eaca08478495c456f0bbfa4f780bfa5148,45.84,2
0f854f0a2cc04689b11d13869428fe2259e389461e22e3a4a5cdd37e78d0deb9,2015-01-20,HL-15040,TEC-PH-10001061,2c666e0abc996a89ac85aac138be1dde1512b95e3edba93aa9e13d1c4056d1c9,699.93,6
10b9d842ed691f73e0b52e2a10382f14b0be742818743ff2d41ffe1d1fb22d24,2015-06-01,CR-12625,OFF-BI-10001072,525478c6ce78ca78f96e4c7d4260f9410030eedfd05eebb3047ff78200b72879,45.48,5
1107235d9b014d3fa6f3d91bf887a3dcf7207f5da7a893ff5e8c3da39dcbcaf9,2015-09-26,CS-12400,OFF-ST-10002615,fc856d68bf7721c5ff662a82e97c6855ef56a0a58a810c5ef45b6c55ff7dd56e,310.12,4
1120d25ec9b8e81f18bb2135ca1a21f05a730f3e27201bbd8dd287c2917fa449,2015-04-05,RD-19900,OFF-AR-10002952,5e3b1c6f5b8b6bcfeead7d791c42ed2d619d0d4a56af10b34e45eabf5ea7ddf5,26.70,2
1144b1cbe3b735dbc8cc6a331bfb978a376d6f5ef62cbf83a4a7641357cca428,2015-06-21,NW-18400,OFF-EN-10001539,f87dd6f4a33016787da9dd99a6d2cf8c505a4da6c4a928dbb9b55287794d1f95,24.90,4
114768bfccf1777bf461c8120ee8eba7c24cce033bcf5583432f2d2b2c17005d,2015-08-09,RD-19720,OFF-BI-10001097,c047cbcc2df6ef5de52918b4e91f64409787365ef208438765a24e274642b887,9.35,4
11af50adcbd6e63dcfa541cdabd74a0c1311b56a5fad898f2764d088ef2e4b91,2015-09-13,RP-19390,OFF-FA-10000840,5cab84593606138b2129ffd5d01274d3667471d10579578f21b5480f0491d5bc,5.70,0
11bb1852a42d277edf6e59c78c81c327c227604f2f4e42c4094dd77180a7b891,2015-12-15,MC-18100,TEC-PH-10000169,dd265c872ca2d6c16c9fd5352c2dfaf5daf6f7cf4b4b3904cc2efe0b6c93eb9b,40.68,3
11f4273714768d7875bd140686ceab253c43ad3bb820781fe6d02c473217ed99,2015-10-26,AH-10585,TEC-PH-10000526,3c76075003676190c54e73952b550e9b47179eff4b46c21715d5c564e48a08d8,383.96,4
12213d199a591733bc764fe1da16ebadc100d9a973adeddfb9d889793b4e8397,2015-07-07,JL-15835,FUR-FU-10003039,f87dd6f4a33016787da9dd99a6d2cf8c505a4da6c4a928dbb9b55287794d1f95,69.01,4
1355651c1e6a1fd768c7cce0e77424ecfbf133a3266c8c5ad3af4f1a34b41703,2015-11-22,EH-14185,OFF-BI-10001765,9a4d26f9f226664b221e0a5390404c46f5c4fcf85eaa44909a27fdca99b204c0,6.93,3
13ec5e8d11783ae6c7a01aa512c6caa566953cb89c2e604a40f289ea1ee04713,2015-11-18,CS-11950,OFF-ST-10003656,6e40059bfd253c2e3e7589b7d78e3ba82eeba105ebfd1e1d6844b9bc93e9aa8e,76.79,4
1485d4035d67665fa004d445ceabfd601d445009e10355748cb105812d7bccdb,2015-12-14,JD-16015,TEC-AC-10002718,f1a38cb12ccf707d1ec82d904fce45311bfac8737d312faca530a654940fb283,35.02,5
15653338e2bddcd9de1d2bf7cdfe398902ac99defebc62473913d39d91305c08,2015-12-05,RL-19615,OFF-FA-10002280,cebe3b6822396b8a9b9ce7b742596ecbd69dc5e51616fcecce23886fda7a6d4c,15.00,5
15cd1d7fbd90a6a093e58f56a0a14b086f7f5c1e5d2a76150756c2ff1f389eb9,2015-11-03,MS-17770,OFF-SU-10000157,281dd959966e540856518c93625804d3bf7f10d428b298cb1a40c35d8c914b2c,286.34,5
15dde58aaf1d4f1e7b92059a5e1a028104dfc8a17b984bc5bc3c1651a5b541e9,2015-04-11,MM-18055,TEC-AC-10003399,b3e996fad8920c5fd535f6c4ecd9bc88fc7ead28b832998f35ee5d196049971f,217.44,7
16370dda05d883d822438992046f78da699c1f98de0f03bd77c8b61d319c1bdb,2015-11-07,SC-20725,FUR-CH-10002758,83824e52c25894cb829b16f5853fa11c36438e0d5cb5bbcf09ff824f34576353,683.14,5
1649ac6c1b061ffabeb02becbea58568e414b2f3d91755b736cfb98e21202526,2015-04-04,PK-18910,OFF-LA-10001641,fb58e7f3dfdcdceb77df223e447f3585dee1354ea6c5813bbaa1eb4efd6dfeaf,18.90,5
166b55d5da5d3ae67a2f91bad9a36e5522736a9e188958651c2c0c5bd05efa40,2015-04-23,TS-21160,OFF-BI-10004876,9ee3c42a229fdd8002a41bb0fb54b8074ec9fe616efb7d20ea9aeab28bfa77e4,2.50,1
167e7f35789c8b0fca4c95c54c71bee2d86b51c4ac29236b4f5b3da75bcccb5c,2015-11-18,PW-19240,OFF-PA-10002259,9cb1ac892c1cf11aa0835bce475415cf7f38c6058ff4ea4ec4194258a0a78596,35.81,2
169feca48e9bd9d6addaa0bc17ccda2cafc8c57cab49d0aa4ec4184b97b55020,2015-12-20,WB-21850,OFF-AP-10001563,835f258dc2627d053b6a769a2f70734dcacc386df417f61954037a4ea8219b86,19.43,5
1702a4a6a979a03816e7036250b1e674c35e605cf7a20b0c14d7570651a2867d,2015-10-10,CM-12715,TEC-PH-10001128,fbc69abcd1f23e2abbec85ee68435360d504916d10a40f24a998e9595dece0b0,719.95,5
176a975517f04b6e5678a5afaa5d66f5b21ad690537fe93677d800ecdc47d3f0,2015-08-20,NC-18535,FUR-CH-10001797,3be39fe72785964791bb0477da7b235c8d7813d46a7a8fc0d8d571655f9403b6,500.24,5
177fee859f199958fe74fff98ed292146a526b5cc6e1a32aa128a82a4d6bc5cb,2015-05-05,GD-14590,OFF-PA-10000474,1ed32b88cbc4e74eb919c03029f7f2bfd21b2a556ccc76dc308e75d668f35ced,35.44,2
1875f2fb97770239bf09cd6ccd4735547b04c03fcf18d94af7b9e42d8bfa9056,2015-11-21,GR-14560,OFF-PA-10003309,e6cc7d38150051fc40992a463e15a89024000f563742b224c0ff61b67f0c6a87,12.96,5
18e29a4294f9dd69d78ad7a399042c676b7af88176f463cccf9dd971b815e1b7,2015-07-11,MN-17935,OFF-PA-10000552,dd265c872ca2d6c16c9fd5352c2dfaf5daf6f7cf4b4b3904cc2efe0b6c93eb9b,10.37,3
18f0206dbbc98239bc9207de54ef36c70d9348330ddbfcea0b0be26ba61825b1,2015-10-28,TS-21370,OFF-ST-10003442,d3dd06d096d901ae3a670ab09298b3c3c67e10136a230f9cfe0a3e4384c5e0c7,141.40,3
191a1f856aef09199661c4903ca58bf9f9f403368108121a6f39c53db58d0dbf,2015-11-01,KH-16630,OFF-LA-10001771,90958d86dc00c5c49ee136243b384f1957e4785223886819fc2087bf0b87e554,47.81,4
196e483e0d69d7693b0b73920c661485af847a51cd1fe79f04177ce84f09afc9,2015-04-13,JD-15895,OFF-AR-10000122,6e40059bfd253c2e3e7589b7d78e3ba82eeba105ebfd1e1d6844b9bc93e9aa8e,17.86,4
199ac9ac55ccea246de964b14598f88fa490396ab3de71930787513f03b8de04,2015-08-23,AP-10915,OFF-PA-10000019,e9a03cd9fdfda0ee94470faa66b4d6c9b46b05fb70670d3e3fb8f116ca372349,31.10,4
19b4b71447a9959f8c414aa2fcab4160fca676483591fbf7730ebdc5f8036515,2015-12-20,CT-11995,FUR-CH-10004860,ad8338b85e34dbc5e9dfed6c3e6dc7c334ee7afbf257d1f33f7e2fcdb4f5fc56,242.35,2
19bb5be7e6a261d8dd18026ecdd67430e62a840b2ddc4f86f2445ba0c7ac7cac,2015-09-20,ES-14020,OFF-PA-10003724,e6cc7d38150051fc40992a463e15a89024000f563742b224c0ff61b67f0c6a87,21.72,6
19d7e88a31c5d844261adf264c55a86bacc91a449cae825152cce7cbc778a845,2015-03-31,AA-10315,OFF-BI-10004390,94e7bb98bdabace4b790d848d191aae9a15eab7ec83a7382ee183d53c752fbb5,673.57,5
1ad16bb70c89835c8393394490c51e33728d5b326ce253cdf85742a2187de9b2,2015-12-27,NC-18415,OFF-BI-10001658,6f2bd2d8913d3e8971255540991d59817d32fde244f94da812129b4e52954dc9,4.98,3
1adac9169ed0388dcb8d03b65492d8a0b0e99e08151da7674f39a01746f3ca00,2015-04-05,GM-14695,OFF-AR-10000127,0e7adc8052cbfc1b878048f871a09929ab19978f63dbd37ed96120b199322a9b,22.96,4
1beb8fcb58d797c77d641a4f050dfd78901869f9e352335fb1c8d09e0660ef62,2015-05-20,RF-19345,OFF-AP-10000124,261536205f1747660345a514faa23528cee2ffea0a7d590eaee6b86d74216c6e,33.28,2
1ca52e5d46579ea9a05369e1c4d7d47f9ba74bf956a23b53695954d9ef64db4b,2015-12-05,EA-14035,OFF-PA-10001033,bfdea3a205bdda23421a2666aca7269892f7cea5585fbcf2425ed8f46133b705,98.38,4
1d1e6bc05709e09bcbbba15b367703a32f991371b7285b30c1083a8b40630be7,2015-09-13,RP-19390,OFF-AP-10004785,5cab84593606138b2129ffd5d01274d3667471d10579578f21b5480f0491d5bc,22.66,0
1d386f66215ac24ac378d32d842238f1a1e2d80e1f43f5ac1b5dca12abfdc022,2015-07-21,HM-14860,OFF-EN-10003567,be2ea8819197eaeae28963f7191c38156794209174fc65ae60bac886decce244,87.92,4
1e7c1cf7849c9097fe4a94a7f87b9ace36996b93ff153e2c1135f94702ae7d8c,2015-11-17,RB-19330,FUR-CH-10004997,87f9ad188f0e44f757c38541b9c0931c9496d8ce3ef3cfd213c568b020f78a00,657.93,7
1ef8b75189e72c5acade4c087738e36d34aa3c6b21b3a1d80957b037b6a28e65,2015-06-21,RM-19375,OFF-AR-10003056,a3be5576ab30f77d36c6a208388a5c9abf99d650b9192f388c68655d3a66ddc8,21.40,3
1f19c47ddc94712c6d1bd216de27cb301ed0309be8ffb3a3bbc05f1e6ca6ad7a,2015-08-23,CR-12625,OFF-PA-10001934,639d50755979d78d917fea740108f2e11f319018c347f8f544720ca329694664,19.44,5
1f582097f1bb281dc753368d3cfb5c5b70f2c6ab8a741289f971999fe6bfefb4,2015-09-02,CL-12565,OFF-AR-10002445,1566281ba2b80233897e33e0d50004381928b79db1b14c8ebea8a3252e52b8f7,21.24,2
20bcad057a32f535a87ae47327ced5f4a23b0d6fdf41367947a966e7d256289f,2015-09-10,CL-12565,FUR-CH-10003973,ade4b1b276ffed6bfb7b74bdde961c5589e417f681bca4e1def4e301c0cb0508,1487.04,6
20c0b2f05252afd54e8e3e51acd38ad069712f59f9500c83f3d539249d5c0eea,2015-03-18,SM-20320,OFF-AR-10003183,4478b682bc7b4d5bdec789f770101eb04a6d243f8d0e34f17b5846d14d26207b,8.02,5
